hospital_id,state,district,city,hospital_name,latitude,longitude,total_beds,occupied_beds,available_beds,icu_beds,available_icu_beds,emergency_beds,available_emergency_beds,emergency_24x7,accepts_referral,ambulance,oxygen_support,ventilator,blood_bank,cardiology,neurology,nephrology,pulmonology,orthopedics,general_medicine,general_surgery,trauma_unit,burn_unit,ct_scan,mri,xray,ultrasound,ecg,dialysis,blood_test,cbc,troponin_test,dengue_ns1_test,malaria_test,blood_glucose_test,hba1c_test,kidney_function_test,pulmonary_function_test,blood_culture,lactate_test,stool_test
GH00308,Karnataka,Bengaluru,Bengaluru,Integrated Bengaluru General Hospital,13.006852,77.59931,659,440,219,98,43,66,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00309,Maharashtra,Mumbai,Mumbai,Civil Mumbai District Hospital,19.07124,72.950412,456,448,8,60,16,50,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
GH00310,Uttar Pradesh,Agra,Agra,Integrated Agra District Hospital,27.13208,77.971982,981,853,128,108,27,60,26,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
GH00311,Uttar Pradesh,Agra,Agra,District Agra District Hospital,27.208654,77.967503,645,465,180,70,25,46,1,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
GH00312,Maharashtra,Nagpur,Nagpur,Regional Nagpur District Hospital,21.145968,79.059666,978,752,226,145,61,58,5,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
GH00313,Gujarat,Ahmedabad,Ahmedabad,State Ahmedabad Medical College Hospital,23.004572,72.516986,818,476,342,61,11,88,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
GH00314,Gujarat,Rajkot,Rajkot,Government Rajkot District Hospital,22.351909,70.777577,742,583,159,64,28,70,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
GH00315,Gujarat,Gandhinagar,Gandhinagar,Integrated Gandhinagar District Hospital,23.255001,72.653638,811,593,218,77,8,59,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No
GH00316,Punjab,Bathinda,Bathinda,Civil Bathinda District Hospital,30.165329,74.966949,970,517,453,125,13,63,5,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00317,Uttar Pradesh,Gorakhpur,Gorakhpur,State Gorakhpur District Hospital,26.82872,83.396455,948,619,329,79,4,56,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00318,Tamil Nadu,Madurai,Madurai,Integrated Madurai Hospital,9.93106,78.163182,147,85,62,16,1,10,4,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
GH00319,Tamil Nadu,Salem,Salem,District Salem General Hospital,11.637432,78.090791,307,186,121,42,12,18,5,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes
GH00320,Punjab,Bathinda,Bathinda,State Bathinda District Hospital,30.178348,74.980228,184,139,45,21,1,11,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
GH00321,Maharashtra,Aurangabad,Aurangabad,Integrated Aurangabad Medical College Hospital,19.840653,75.402485,539,315,224,64,32,35,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00322,Delhi,West Delhi,West Delhi,Government West Delhi General Hospital,28.679334,77.099041,109,54,55,13,6,12,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
GH00323,Delhi,East Delhi,East Delhi,District East Delhi Medical College Hospital,28.59792,77.342872,492,268,224,60,27,28,9,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
GH00324,Maharashtra,Pune,Pune,Civil Pune Medical College Hospital,18.493625,73.857214,756,724,32,48,8,67,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00325,Tamil Nadu,Madurai,Madurai,Integrated Madurai Medical College Hospital,9.967455,78.138896,743,448,295,105,14,72,23,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No
GH00326,Punjab,Mohali,Mohali,Government Mohali Hospital,30.668462,76.670325,703,547,156,59,17,50,21,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
GH00327,Uttar Pradesh,Prayagraj,Prayagraj,Integrated Prayagraj Hospital,25.397592,81.848204,354,318,36,38,0,24,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
GH00328,Bihar,Bhagalpur,Bhagalpur,Government Bhagalpur Medical College Hospital,25.266355,86.994946,865,632,233,68,31,90,30,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00329,Tamil Nadu,Salem,Salem,District Salem Medical College Hospital,11.664004,78.139221,611,609,2,34,17,72,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes
GH00330,Delhi,East Delhi,East Delhi,Regional East Delhi General Hospital,28.585471,77.280703,474,376,98,56,4,39,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes
GH00331,Bihar,Purnia,Purnia,District Purnia District Hospital,25.779115,87.448196,320,170,150,45,11,27,4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
GH00332,Karnataka,Hubballi,Hubballi,Civil Hubballi General Hospital,15.393518,75.151053,184,173,11,19,1,11,6,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00333,Maharashtra,Mumbai,Mumbai,Regional Mumbai Medical College Hospital,19.046655,72.906051,927,542,385,96,23,84,1,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00334,Punjab,Patiala,Patiala,Integrated Patiala General Hospital,30.264381,76.338857,847,545,302,47,22,97,42,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
GH00335,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Regional Tiruchirappalli Hospital,10.780181,78.636276,416,378,38,51,3,25,13,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
GH00336,Delhi,New Delhi,New Delhi,Government New Delhi General Hospital,28.564964,77.149873,455,360,95,46,0,31,5,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
GH00337,Delhi,South Delhi,South Delhi,Integrated South Delhi Hospital,28.567148,77.324157,889,459,430,74,10,61,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
GH00338,Maharashtra,Aurangabad,Aurangabad,Regional Aurangabad Hospital,19.904533,75.339457,608,537,71,61,28,51,8,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
GH00339,Delhi,South Delhi,South Delhi,Government South Delhi District Hospital,28.53346,77.36787,891,497,394,124,19,89,31,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00340,Karnataka,Bengaluru,Bengaluru,District Bengaluru Hospital,12.93536,77.534054,350,186,164,34,5,40,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00341,Bihar,Munger,Munger,Government Munger District Hospital,25.311529,86.491498,354,283,71,50,15,24,11,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
GH00342,Rajasthan,Udaipur,Udaipur,District Udaipur Hospital,24.640667,73.679988,283,198,85,36,17,33,15,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00343,Tamil Nadu,Madurai,Madurai,State Madurai District Hospital,9.951009,78.185601,188,164,24,17,4,12,2,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00344,Maharashtra,Aurangabad,Aurangabad,Regional Aurangabad Medical College Hospital,19.85513,75.321544,575,475,100,62,0,68,22,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00345,Karnataka,Mysuru,Mysuru,Government Mysuru Hospital,12.310031,76.58167,519,271,248,38,8,49,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
GH00346,Bihar,Darbhanga,Darbhanga,District Darbhanga General Hospital,26.203716,85.966658,969,861,108,118,53,62,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
GH00347,Gujarat,Rajkot,Rajkot,District Rajkot Medical College Hospital,22.283495,70.795118,828,557,271,49,18,93,14,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
GH00348,Gujarat,Vadodara,Vadodara,Civil Vadodara Hospital,22.347284,73.155454,694,395,299,69,10,38,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
GH00349,Bihar,Munger,Munger,Integrated Munger Medical College Hospital,25.40938,86.44861,342,245,97,26,8,39,8,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes
GH00350,West Bengal,Durgapur,Durgapur,Civil Durgapur District Hospital,23.509159,87.310947,339,188,151,48,20,35,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes
GH00351,Punjab,Ludhiana,Ludhiana,District Ludhiana Medical College Hospital,30.901155,75.837294,560,518,42,45,20,49,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00352,Uttar Pradesh,Gorakhpur,Gorakhpur,State Gorakhpur General Hospital,26.693525,83.355167,371,215,156,21,1,26,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
GH00353,Rajasthan,Jaipur,Jaipur,Government Jaipur District Hospital,26.864794,75.849718,251,136,115,30,4,19,10,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00354,Maharashtra,Nagpur,Nagpur,Government Nagpur Hospital,21.117002,79.062519,514,488,26,54,10,34,3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
GH00355,Punjab,Hoshiarpur,Hoshiarpur,Government Hoshiarpur Hospital,31.552724,75.903201,112,59,53,14,4,10,2,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00356,West Bengal,Kolkata,Kolkata,Regional Kolkata District Hospital,22.644385,88.386538,932,504,428,48,22,59,10,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
GH00357,Tamil Nadu,Coimbatore,Coimbatore,District Coimbatore District Hospital,11.034161,76.91654,225,117,108,32,15,13,1,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
GH00358,Gujarat,Rajkot,Rajkot,District Rajkot General Hospital,22.277459,70.803686,799,617,182,53,21,90,28,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
GH00359,Maharashtra,Nashik,Nashik,Government Nashik Hospital,20.034515,73.868093,728,681,47,81,0,51,13,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
GH00360,Karnataka,Hubballi,Hubballi,District Hubballi Hospital,15.420905,75.168105,386,291,95,24,9,36,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
GH00361,Uttar Pradesh,Lucknow,Lucknow,Civil Lucknow District Hospital,26.807051,80.91816,591,573,18,75,16,67,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes
GH00362,West Bengal,Siliguri,Siliguri,State Siliguri Medical College Hospital,26.671653,88.348379,126,103,23,13,7,14,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00363,Bihar,Begusarai,Begusarai,Regional Begusarai District Hospital,25.460576,86.193628,885,741,144,132,46,50,4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No
GH00364,Uttar Pradesh,Prayagraj,Prayagraj,Regional Prayagraj Hospital,25.500079,81.818861,882,553,329,94,23,66,22,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
GH00365,Delhi,North Delhi,North Delhi,Regional North Delhi District Hospital,28.764855,77.054457,925,839,86,110,18,48,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
GH00366,West Bengal,Asansol,Asansol,Regional Asansol Medical College Hospital,23.718637,86.968736,676,434,242,90,14,59,25,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
GH00367,Tamil Nadu,Chennai,Chennai,District Chennai Hospital,13.154109,80.213884,338,323,15,24,4,28,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
GH00368,Rajasthan,Jodhpur,Jodhpur,Government Jodhpur District Hospital,26.233615,72.980748,834,507,327,118,5,92,43,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
GH00369,Bihar,Gaya,Gaya,Regional Gaya Medical College Hospital,24.792357,84.983983,892,502,390,120,5,67,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No
GH00370,West Bengal,Siliguri,Siliguri,Regional Siliguri Hospital,26.772828,88.362701,444,299,145,36,13,44,9,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
GH00371,Tamil Nadu,Madurai,Madurai,Government Madurai District Hospital,9.854575,78.074277,328,314,14,43,10,23,1,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00372,Maharashtra,Pune,Pune,Government Pune Hospital,18.581919,73.884897,818,702,116,72,0,42,2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
GH00373,West Bengal,Asansol,Asansol,Government Asansol Hospital,23.738096,86.892576,608,376,232,50,23,40,10,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
GH00374,Delhi,New Delhi,New Delhi,Integrated New Delhi District Hospital,28.603024,77.258338,557,283,274,42,14,54,16,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00375,Maharashtra,Mumbai,Mumbai,Integrated Mumbai Hospital,19.135647,72.925218,149,123,26,13,1,17,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00376,Tamil Nadu,Salem,Salem,State Salem General Hospital,11.595719,78.187689,203,162,41,26,4,19,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00377,Uttar Pradesh,Varanasi,Varanasi,Civil Varanasi Hospital,25.389645,83.0537,918,892,26,48,24,66,27,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00378,Punjab,Patiala,Patiala,Government Patiala General Hospital,30.376483,76.359515,264,151,113,27,0,31,6,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00379,Rajasthan,Ajmer,Ajmer,Civil Ajmer Hospital,26.410339,74.609725,541,354,187,59,17,32,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
GH00380,West Bengal,Howrah,Howrah,Government Howrah General Hospital,22.534087,88.268934,813,689,124,99,4,71,18,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
GH00381,Maharashtra,Pune,Pune,District Pune Hospital,18.487773,73.866559,502,397,105,52,11,30,4,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
GH00382,Bihar,Munger,Munger,District Munger District Hospital,25.445338,86.424528,943,809,134,106,23,60,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00383,Uttar Pradesh,Varanasi,Varanasi,Integrated Varanasi District Hospital,25.379478,83.001206,183,151,32,24,8,19,3,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
GH00384,Tamil Nadu,Madurai,Madurai,District Madurai General Hospital,9.945108,78.171897,289,238,51,40,9,18,9,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
